epoch,train_mse_norm,train_loss_total,val_mse_norm,val_mae_raw,val_rmse_raw,val_r2_raw,best_val_mse_norm,best_epoch
1,0.0037202948629856108,0.0037202948592603207,0.009933107617460185,0.07032514996149322,0.0906951289652249,0.911269746395655,0.009933107617460185,1
10,0.0024834951013326645,0.002483495093882084,0.019290792974031298,0.1063185613263737,0.1263910822083398,0.8276796125911323,0.009933107617460185,1
20,0.0023023262917995454,0.0023023262936621904,0.01832242214384472,0.10241107936609874,0.12317791107709938,0.8363298550585019,0.009933107617460185,1
30,0.0022417183667421342,0.0022417183574289083,0.02012782845074038,0.10837453835389832,0.1291040461800408,0.8202025597910922,0.009933107617460185,1
40,0.0022047423422336576,0.0022047423403710126,0.020115971578555856,0.10837493036280978,0.12906601436552576,0.8203084746081267,0.009933107617460185,1
50,0.002156366065144539,0.0021563660614192484,0.020403670647418923,0.10954582399942656,0.12998569022445355,0.8177385224516553,0.009933107617460185,1
60,0.0021177060008049013,0.0021177060063928364,0.022819995128998825,0.11701765684918923,0.13746722506228137,0.79615403023654,0.009933107617460185,1
70,0.002024774134159088,0.002024774134159088,0.02221493932552996,0.11543773149902169,0.13563255971731622,0.8015588599186633,0.009933107617460185,1
80,0.002022004947066307,0.0020220049493946137,0.02211339458050674,0.11530743784525178,0.13532221566364344,0.8024659366689705,0.009933107617460185,1
90,0.0019130036681890487,0.001913003658875823,0.024176714827152616,0.12188352047042411,0.14149465554700316,0.7840347532163665,0.009933107617460185,1
100,0.0017750305831432341,0.0017750305794179439,0.023245379824892932,0.11965562411329964,0.13874256388359643,0.7923541628234713,0.009933107617460185,1
