epoch,train_mse_norm,val_mse_norm,val_mae_raw,val_rmse_raw,val_r2_raw,best_val_mse_norm,best_epoch
1,0.015128827827461696,0.0908515840239797,0.22338790567297676,0.2742885282512879,-0.4563303964894443,0.0908515840239797,1
5,0.011961695943343438,0.08959270700631282,0.2230814084253813,0.2723815718287998,-0.43615088188916595,0.08959270700631282,5
10,0.009391567748734507,0.09881908631721172,0.23040475255564638,0.2860630793711118,-0.5840476608430358,0.08959270700631282,5
15,0.008293409121491142,0.10452869842730064,0.23630523137356102,0.2942111744438808,-0.675571454923412,0.08959270700631282,5
20,0.00802651038235527,0.10406657893797631,0.23500996762200402,0.29356010290660783,-0.6681637837601269,0.08959270700631282,5
25,0.007787224789292125,0.10409204910970989,0.23573202636681093,0.29359602495223047,-0.6685720648671423,0.08959270700631282,5
30,0.007659317112638284,0.10500253435647285,0.2383408870665651,0.29487726039929757,-0.6831669379743204,0.08959270700631282,5
35,0.007507803486817974,0.10598526039752218,0.24126312353109053,0.29625393522312593,-0.6989198147169438,0.08959270700631282,5
