epoch,train_mse_norm,train_loss_total,val_mse_norm,val_mae_raw,val_rmse_raw,val_r2_raw,best_val_mse_norm,best_epoch
1,0.014607660472393036,0.014607660472393036,0.08547959336744694,0.21957583259595062,0.2660557296274275,-0.3702185981447834,0.08547959336744694,1
10,0.010787730878692562,0.010787730878692562,0.09556890870888461,0.22760678187796946,0.28131941508155345,-0.5319480469964926,0.08547959336744694,1
20,0.007785401638534109,0.007785401638534109,0.12684918320218286,0.26850568707052025,0.3241046260233378,-1.0333637905359767,0.08547959336744694,1
30,0.0065442212557388565,0.006544221239953728,0.12417238187171059,0.2662859329110697,0.32066672641227295,-0.9904552690741906,0.08547959336744694,1
40,0.006188195261914851,0.006188195254022287,0.11552676488816223,0.25645683732471963,0.30930197866144843,-0.8518679792122594,0.08547959336744694,1
50,0.006065346300601959,0.006065346300601959,0.09890397107536548,0.24000485018679968,0.2861859158790141,-0.5854083443668949,0.08547959336744694,1
60,0.005785439037165399,0.005785439029272835,0.109229719525568,0.2514124576982699,0.30075426969391944,-0.7509277626146227,0.08547959336744694,1
70,0.00564484244559781,0.00564484244559781,0.10850009891617231,0.2519246909806602,0.29974811410996777,-0.7392321088427787,0.08547959336744694,1
80,0.005452331029257532,0.005452331029257532,0.10484686425860146,0.24875498919110556,0.29465859616265716,-0.6806715814234128,0.08547959336744694,1
90,0.005417637637484882,0.005417637629592318,0.09719256395266945,0.23972412703852908,0.283699069806733,-0.557974874270293,0.08547959336744694,1
100,0.005295041380292278,0.00529504136450715,0.10648223343734574,0.2521559812991243,0.29694770164031575,-0.7068861804320401,0.08547959336744694,1
