epoch,train_mse_norm,val_mse_norm,val_mae_raw,val_rmse_raw,val_r2_raw,best_val_mse_norm,best_epoch
1,0.007906834129244089,0.08892414654803123,0.2208332694988502,0.2713633832270386,-0.4254340085649828,0.08892414654803123,1
5,0.007352711798591634,0.08577764175939906,0.2169286069273948,0.26651916467856185,-0.3749962466303629,0.08577764175939906,5
10,0.006571303105960458,0.08756583466111285,0.21946362526793226,0.2692828766982177,-0.40366057544234124,0.08577764175939906,5
15,0.00497359489248592,0.08562009569387005,0.21835043882068822,0.2662742970023464,-0.3724708187411072,0.08562009569387005,15
20,0.003369927564162319,0.08790294990215691,0.22121389172579112,0.2698007279715459,-0.4090644567056856,0.08562009569387005,15
25,0.002483561741567012,0.0881857323794994,0.22273715855259643,0.27023435196781226,-0.41359739602394496,0.08562009569387005,15
30,0.0021634056209191934,0.08800491039500376,0.22422855210931666,0.26995715641209184,-0.4106988604045221,0.08562009569387005,15
35,0.001993741662541436,0.08517589147428688,0.22297578985753808,0.2655826721189787,-0.3653503253102264,0.08517589147428688,35
40,0.0019024811444362088,0.08751549201876217,0.22603384813195776,0.26920545860130135,-0.40285359424237144,0.08517589147428688,35
45,0.0018529403339124333,0.08833377673175791,0.22673595646494316,0.27046108871992786,-0.41597051359298787,0.08517589147428688,35
50,0.0018217782845120815,0.0937104473185879,0.23242398630631597,0.2785706758158917,-0.5021573301645568,0.08517589147428688,35
55,0.0017958356529253266,0.09879649133598796,0.23772648803497612,0.28603037334404124,-0.5836854683912718,0.08517589147428688,35
60,0.0017648070056180832,0.10593181754025575,0.24571860131464507,0.29617923307532174,-0.6980631377712581,0.08517589147428688,35
