epoch,train_mse_norm,val_mse_norm,val_mae_raw,val_rmse_raw,val_r2_raw,best_val_mse_norm,best_epoch
1,0.0147433166818346,0.0865946480798789,0.21838339404055943,0.2677854142311484,-0.3880926736373458,0.0865946480798789,1
5,0.013045654426944457,0.08924598250567908,0.2198805684635513,0.27185400146577354,-0.430592966362374,0.0865946480798789,1
10,0.009553913887337609,0.11238869270098711,0.24151614134248936,0.3050722478785762,-0.8015653899766664,0.0865946480798789,1
15,0.008573997497432312,0.11081792331070817,0.24268959296377077,0.30293286763505445,-0.7763863110039251,0.0865946480798789,1
20,0.008198750489470313,0.10294598656690168,0.23799662434741065,0.29197529257807286,-0.6502009408487757,0.0865946480798789,1
25,0.008124601900956388,0.09916028745884974,0.23468105203226985,0.28655651108406777,-0.5895170381711532,0.0865946480798789,1
30,0.008099393958573118,0.10099760249156618,0.2341840516893487,0.28919909167088675,-0.6189687836615316,0.0865946480798789,1
