epoch,train_mse_norm,train_loss_total,val_mse_norm,val_mae_raw,val_rmse_raw,val_r2_raw,best_val_mse_norm,best_epoch
1,0.015295995494066659,0.015295995494066659,0.09245657446994589,0.22355524819148212,0.2767007215721748,-0.48205803126484637,0.09245657446994589,1
10,0.014066462989075709,0.014066462989075709,0.08109574749325152,0.21179619255818818,0.25914356735053556,-0.2999465377431667,0.08109574749325152,10
20,0.01244299903006877,0.01244299903006877,0.08139288527149932,0.21011444435307855,0.2596178890086902,-0.30470958929649394,0.08109574749325152,10
30,0.01041404599860563,0.010414045982820502,0.10179857781800494,0.2406187068161211,0.29034359350791583,-0.6318082374505039,0.08109574749325152,10
40,0.009083295240998268,0.009083295256783397,0.12845150704734354,0.2747211160471565,0.3261452023039817,-1.0590486803020305,0.08109574749325152,10
50,0.007887190365690296,0.007887190365690296,0.14976747584264416,0.3012124824210217,0.3521682080274902,-1.400738851372941,0.08109574749325152,10
60,0.006965714270028018,0.006965714270028018,0.15163127046273428,0.30601848481517085,0.3543527269123101,-1.4306150586753286,0.08109574749325152,10
70,0.006205310350504972,0.006205310350504972,0.1558836944072585,0.3127655508016285,0.35928719339638415,-1.4987804551920871,0.08109574749325152,10
80,0.00598167593322568,0.005981675917440552,0.15900182263633392,0.31659275404716797,0.36286279683256056,-1.5487633472785447,0.08109574749325152,10
90,0.005880718877128625,0.005880718869236061,0.15935379925350845,0.3176091131254246,0.3632642029733047,-1.5544054530486489,0.08109574749325152,10
100,0.005831111001513772,0.005831111005460054,0.16045497773802914,0.3186984452918956,0.3645171697806043,-1.5720570957381623,0.08109574749325152,10
110,0.005671624157388332,0.00567162417317346,0.16332465190368595,0.32240450441837315,0.3677623475037138,-1.6180573252373365,0.08109574749325152,10
