epoch,train_mse_norm,train_loss_total,val_mse_norm,val_mae_raw,val_rmse_raw,val_r2_raw,best_val_mse_norm,best_epoch
1,0.000796324323862791,0.0007963243233971298,0.0009171479216039113,0.0934217921712182,0.11508091061492555,0.857140085848914,0.0009171479216039113,1
10,0.00013844853267073632,0.00013844853267073632,0.0008422894205577514,0.08782933096994054,0.11028444692182998,0.8688004503125124,0.0008422894205577514,10
20,0.00013379442412406206,0.00013379442342557012,0.0009605718631090902,0.09436031735756184,0.11777375642856633,0.8503761381700239,0.0008422894205577514,10
30,0.00013273169472813605,0.00013273169542662799,0.0009227564029940162,0.0920738210054961,0.11543224185310441,0.8562664784939444,0.0008422894205577514,10
40,0.0001299465112388134,0.00012994651147164404,0.0009144148489141105,0.09167346967892213,0.11490931388847361,0.8575658040134941,0.0008422894205577514,10
50,0.00012998637836426495,0.00012998637894634158,0.0008812979038902637,0.08989323289556936,0.11280931580403901,0.8627242782482493,0.0008422894205577514,10
60,0.0001281527616083622,0.0001281527618994005,0.0009561618663116949,0.0943585645746101,0.11750309506366577,0.8510630630913395,0.0008422894205577514,10
70,0.00012828271184116603,0.00012828271242324262,0.0009532188869163113,0.09406222457235511,0.11732212377497918,0.8515214774581711,0.0008422894205577514,10
80,0.0001276087686419487,0.0001276087686419487,0.0010618609171002648,0.10073028321970595,0.12382758837564362,0.8345988080177422,0.0008422894205577514,10
90,0.0001306241611018777,0.00013062416075263172,0.0008415633805864863,0.08759359710595824,0.11023690496230772,0.8689135422200684,0.0008415633805864863,90
100,0.0001289641698822379,0.00012896416953299194,0.0008967849787602032,0.09081819138743659,0.11379619981922655,0.8603119278146334,0.0008415633805864863,90
110,0.00012624579295516015,0.00012624579365365208,0.0009243114656991871,0.09257138486612927,0.11552946621834737,0.8560242535274725,0.0008415633805864863,90
120,0.00012601923663169146,0.0001260192363988608,0.001082059685431594,0.10256931930780411,0.12499976743031252,0.8314525387608431,0.0008415633805864863,90
130,0.00012545577995479106,0.0001254557801876217,0.0010135133485565837,0.09813266789371317,0.12097575274887554,0.8421296864386246,0.0008415633805864863,90
140,0.0001316698882728815,0.00013166988815646618,0.0010852233863796292,0.10275157656181942,0.1251823697623665,0.8309597436127653,0.0008415633805864863,90
150,0.00012406142242252826,0.00012406142195686698,0.0010126220661533893,0.09820097495209086,0.1209225480845278,0.8422685173999183,0.0008415633805864863,90
160,0.00013071034848690033,0.00013071034854510798,0.0008757043103250913,0.0896445088765838,0.11245074584498904,0.8635955665951923,0.0008415633805864863,90
170,0.00012371687311679125,0.00012371687253471465,0.0010063257892885284,0.09763692502271044,0.1205460260536462,0.8432492594930939,0.0008415633805864863,90
180,0.00012373405694961548,0.00012373405665857718,0.0011572234627675467,0.10695257518779147,0.12926835189776104,0.8197446228134274,0.0008415633805864863,90
190,0.00012474986631423235,0.00012474986666347832,0.0010973991474274075,0.1034551786428148,0.12588265841191854,0.8290631813058172,0.0008415633805864863,90
