epoch,train_mse_norm,train_loss_total,val_mse_norm,val_mae_raw,val_rmse_raw,val_r2_raw,best_val_mse_norm,best_epoch
1,0.00020308352168649436,0.0006259704362601042,0.0005979022506524621,0.0711782030761242,0.09291775126111025,0.9068675159296272,0.0005979022506524621,1
10,0.00018923369795084,0.0005933716632425785,0.0006507335540599689,0.07477579909292134,0.09693602282240564,0.8986382267479134,0.0005979022506524621,1
20,0.00016831107530742884,0.0005894402675330638,0.0006236872943266025,0.0729161723093553,0.0949001819285724,0.9028510982516286,0.0005979022506524621,1
30,0.000185233261436224,0.0005896581173874438,0.0006655180287787787,0.07599534351717342,0.0980310172117252,0.8963353171088615,0.0005979022506524621,1
40,0.000183187210932374,0.0005904012829996646,0.0006742576120158838,0.07665067586031828,0.09867258949429351,0.8949739924178719,0.0005979022506524621,1
50,0.0001865245085209608,0.0005890280753374099,0.000670751103968152,0.07640868499875066,0.09841567934684042,0.8955201850514365,0.0005979022506524621,1
60,0.0001724422127008438,0.0005857318053022027,0.0005921474720177455,0.07104859236966479,0.09246950576236605,0.9077639113336274,0.0005921474720177455,60
70,0.0001731715677306056,0.0005899654729291797,0.000560006291940085,0.06846662468530915,0.08992491787938885,0.9127703951498686,0.000560006291940085,70
80,0.00016758357547223569,0.0005870637791231274,0.0005683997224710549,0.06908077048984441,0.09059631334928608,0.9114629890740956,0.000560006291940085,70
90,0.00017225908860564232,0.0005858028633520007,0.0006192446103023729,0.07294081036340105,0.0945615787345276,0.9035431147119525,0.000560006291940085,70
100,0.0001873037088662386,0.0005879118922166527,0.0006591419780206185,0.07579596638679506,0.09756028988588406,0.897328485214548,0.000560006291940085,70
110,0.00017148957774043084,0.000586207402870059,0.0006067443058625347,0.07203812199560079,0.09360228510381038,0.9054902296506362,0.000560006291940085,70
120,0.00017140641063451766,0.0005841944771818817,0.0006319163377491519,0.07396141907030886,0.0955241954538103,0.9015692979997836,0.000560006291940085,70
130,0.00017727748956531287,0.0005850887382403016,0.0006420399274619641,0.07486257857897063,0.0962863258856145,0.8999923929845665,0.000560006291940085,70
140,0.00017514359764754772,0.00058558414503932,0.0006287201386682352,0.07369331534613262,0.09528231106752877,0.9020671552325743,0.000560006291940085,70
150,0.00016485021635890006,0.0005853069336153566,0.0005536015370978354,0.06810443563894791,0.08940920643699252,0.9137680343587351,0.0005536015370978354,150
160,0.00018512670043855904,0.0005845212237909436,0.00072044150426941,0.0798893902112137,0.10199595737895831,0.8877801399028236,0.0005536015370978354,150
170,0.0001660744035616517,0.0005846398305147886,0.0005489298968757161,0.06775862005623905,0.08903116145982452,0.9144957142731263,0.0005489298968757161,170
180,0.0001730514355003834,0.0005836033215746284,0.0006092547437457251,0.0724923527376218,0.09379572751297506,0.9050991902860733,0.0005489298968757161,170
190,0.00015975826419889927,0.0005830103852786124,0.0006008396420723796,0.07184497097676451,0.09314571612009409,0.9064099719760372,0.0005489298968757161,170
200,0.00018261774815618993,0.0005856454223394394,0.000727548124499862,0.08047777190804482,0.10249778006268236,0.8866731743500355,0.0005489298968757161,170
210,0.0001714326776564121,0.0005887285866774619,0.0005308680178723273,0.0666127813133326,0.08755417853007591,0.9173091301061131,0.0005308680178723273,210
220,0.00015974819287657737,0.0005820290553383529,0.0005896077200220844,0.07101518139243125,0.09227098935807991,0.908159516822686,0.0005308680178723273,210
230,0.00016819587349891662,0.0005802935413084925,0.0006588080912283033,0.0760364296761426,0.09753557729022114,0.8973804932247749,0.0005308680178723273,210
240,0.00015971154905855656,0.0005834554014727473,0.0006137374193284841,0.07294833240183918,0.0941401526188656,0.9044009445245824,0.0005308680178723273,210
250,0.00017398013174533845,0.0005826097792014479,0.0006289292171229462,0.074003861641342,0.0952981526329621,0.9020345880431524,0.0005308680178723273,210
260,0.00015304719097912313,0.000587648588232696,0.0005183894118562238,0.06571675274859773,0.08651903320775069,0.9192528651811142,0.0005183894118562238,260
270,0.00015350802522152662,0.0005824911445379258,0.0006000964745561565,0.07179450189525433,0.09308809318377352,0.9065257317625085,0.0005183894118562238,260
280,0.00016395220533013343,0.0005829978184774518,0.0005932896055497991,0.07135949642820792,0.092558640353773,0.9075860064455556,0.0005183894118562238,260
290,0.00016484872810542582,0.0005802756850607693,0.000654694241666592,0.07576207410205495,0.09723057569337738,0.8980212886530509,0.0005183894118562238,260
300,0.0001624189242720604,0.0005809902912005782,0.0006212457426488894,0.07339291254227813,0.0947142466783639,0.9032314075287444,0.0005183894118562238,260
